hard_sl_pct,min_confidence,month,pnl,return_pct,risk_per_trade_pct,time_stop_minutes,trades,win_rate
5.0,0.85,2025-09,3.68,0.007,4,5,126,0.4603
5.0,0.85,2025-10,-20753.51,-41.507,4,5,146,0.4041
5.0,0.85,2025-11,-26581.27,-53.163,4,5,149,0.3624
5.0,0.85,2025-12,-1617.79,-3.236,4,5,90,0.3778
5.0,0.9,2025-09,55505.1,111.01,4,5,101,0.5149
5.0,0.9,2025-10,-69409.2,-138.818,4,5,106,0.3585
5.0,0.9,2025-11,-33118.84,-66.238,4,5,115,0.3739
5.0,0.9,2025-12,-1872.94,-3.746,4,5,75,0.3733
5.0,0.95,2025-09,5460.26,10.921,4,5,78,0.5
5.0,0.95,2025-10,-18319.35,-36.639,4,5,76,0.3421
5.0,0.95,2025-11,-23660.7,-47.321,4,5,85,0.4
5.0,0.95,2025-12,40386.94,80.774,4,5,106,0.4245
5.0,0.95,2026-01,-28147.87,-56.296,4,5,82,0.3171
5.0,0.95,2026-02,63432.07,126.864,4,5,95,0.4842
5.0,0.95,2026-03,-51070.16,-102.14,4,5,89,0.3258
5.0,0.95,2026-04,-35975.63,-71.951,4,5,67,0.3433
5.0,0.95,2026-05,-1121.4,-2.243,4,5,5,0.0
5.0,1.0,2025-09,27009.15,54.018,4,5,51,0.4902
5.0,1.0,2025-10,39519.37,79.039,4,5,55,0.4182
5.0,1.0,2025-11,-23164.58,-46.329,4,5,65,0.4154
5.0,1.0,2025-12,175837.2,351.674,4,5,79,0.443
5.0,1.0,2026-01,-168774.64,-337.549,4,5,59,0.2712
5.0,1.0,2026-02,473165.96,946.332,4,5,63,0.5079
5.0,1.0,2026-03,-25174.8,-50.35,4,5,63,0.3333
5.0,1.0,2026-04,-508456.46,-1016.913,4,5,48,0.3333
5.0,1.0,2026-05,-35951.74,-71.903,4,5,57,0.386
5.0,1.0,2026-06,-686.44,-1.373,4,5,74,0.3919
5.0,1.0,2026-07,19648.65,39.297,4,5,74,0.527
5.0,1.0,2026-08,-11101.13,-22.202,4,5,97,0.4227
5.0,1.0,2026-09,-5539.01,-11.078,4,5,15,0.3333
5.0,0.8,2025-09,-46728.94,-93.458,5,5,183,0.4536
5.0,0.8,2025-10,-2454.11,-4.908,5,5,161,0.3665
5.0,0.85,2025-09,-36361.24,-72.722,5,5,126,0.4603
5.0,0.85,2025-10,-7873.16,-15.746,5,5,146,0.4041
5.0,0.85,2025-11,-4877.51,-9.755,5,5,30,0.2667
5.0,0.9,2025-09,-13769.17,-27.538,5,5,101,0.5149
5.0,0.9,2025-10,-28411.95,-56.824,5,5,106,0.3585
5.0,0.9,2025-11,-6946.01,-13.892,5,5,90,0.3778
5.0,0.95,2025-09,-32989.16,-65.978,5,5,78,0.5
5.0,0.95,2025-10,-8041.16,-16.082,5,5,76,0.3421
5.0,0.95,2025-11,-6450.94,-12.902,5,5,85,0.4
5.0,0.95,2025-12,8325.98,16.652,5,5,106,0.4245
5.0,0.95,2026-01,-7267.05,-14.534,5,5,82,0.3171
5.0,0.95,2026-02,10062.94,20.126,5,5,95,0.4842
5.0,0.95,2026-03,-13341.3,-26.683,5,5,42,0.2619
5.0,1.0,2025-09,-24122.7,-48.245,5,5,51,0.4902
5.0,1.0,2025-10,12089.7,24.179,5,5,55,0.4182
5.0,1.0,2025-11,-12877.99,-25.756,5,5,65,0.4154
5.0,1.0,2025-12,49306.69,98.613,5,5,79,0.443
5.0,1.0,2026-01,-56677.69,-113.355,5,5,59,0.2712
5.0,1.0,2026-02,96846.22,193.692,5,5,63,0.5079
5.0,1.0,2026-03,-114456.56,-228.913,5,5,29,0.2759
5.0,0.8,2025-09,-46728.94,-93.458,6,5,183,0.4536
5.0,0.8,2025-10,-2454.11,-4.908,6,5,161,0.3665
5.0,0.85,2025-09,-36361.24,-72.722,6,5,126,0.4603
5.0,0.85,2025-10,-7873.16,-15.746,6,5,146,0.4041
5.0,0.85,2025-11,-4877.51,-9.755,6,5,30,0.2667
5.0,0.9,2025-09,-13769.17,-27.538,6,5,101,0.5149
5.0,0.9,2025-10,-28411.95,-56.824,6,5,106,0.3585
5.0,0.9,2025-11,-6946.01,-13.892,6,5,90,0.3778
5.0,0.95,2025-09,-32989.16,-65.978,6,5,78,0.5
5.0,0.95,2025-10,-8041.16,-16.082,6,5,76,0.3421
5.0,0.95,2025-11,-6450.94,-12.902,6,5,85,0.4
5.0,0.95,2025-12,8325.98,16.652,6,5,106,0.4245
5.0,0.95,2026-01,-7267.05,-14.534,6,5,82,0.3171
5.0,0.95,2026-02,10062.94,20.126,6,5,95,0.4842
5.0,0.95,2026-03,-13341.3,-26.683,6,5,42,0.2619
5.0,1.0,2025-09,-24122.7,-48.245,6,5,51,0.4902
5.0,1.0,2025-10,12089.7,24.179,6,5,55,0.4182
5.0,1.0,2025-11,-12877.99,-25.756,6,5,65,0.4154
5.0,1.0,2025-12,49306.69,98.613,6,5,79,0.443
5.0,1.0,2026-01,-56677.69,-113.355,6,5,59,0.2712
5.0,1.0,2026-02,96846.22,193.692,6,5,63,0.5079
5.0,1.0,2026-03,-114456.56,-228.913,6,5,29,0.2759
5.0,0.8,2025-09,-46728.94,-93.458,7,5,183,0.4536
5.0,0.8,2025-10,-2454.11,-4.908,7,5,161,0.3665
5.0,0.85,2025-09,-36361.24,-72.722,7,5,126,0.4603
