hard_sl_pct,min_confidence,month,pnl,return_pct,risk_per_trade_pct,time_stop_minutes,trades,win_rate
7.0,0.85,2025-09,-22766.62,-45.533,8,40,105,0.5333
7.0,0.85,2025-10,-22154.56,-44.309,8,40,142,0.4859
7.0,0.85,2025-11,-2638.13,-5.276,8,40,112,0.4732
7.0,0.85,2025-12,-990.94,-1.982,8,40,27,0.4074
7.0,0.9,2025-09,-18441.94,-36.884,8,40,81,0.5185
7.0,0.9,2025-10,-26523.0,-53.046,8,40,113,0.4513
7.0,0.9,2025-11,-1110.38,-2.221,8,40,89,0.5169
7.0,0.9,2025-12,-511.0,-1.022,8,40,91,0.5165
7.0,0.9,2026-01,-1708.0,-3.416,8,40,96,0.4896
7.0,0.9,2026-02,-239.75,-0.479,8,40,15,0.5333
7.0,0.95,2025-09,4559.19,9.118,8,40,65,0.5385
7.0,0.95,2025-10,-38826.81,-77.654,8,40,84,0.4524
7.0,0.95,2025-11,-2156.0,-4.312,8,40,71,0.4789
7.0,0.95,2025-12,-1808.19,-3.616,8,40,70,0.5286
7.0,0.95,2026-01,-6506.06,-13.012,8,40,71,0.4789
7.0,0.95,2026-02,-3762.5,-7.525,8,40,41,0.4634
7.0,1.0,2025-09,-2602.25,-5.204,8,40,49,0.5306
7.0,1.0,2025-10,-39090.19,-78.18,8,40,62,0.4032
7.0,1.0,2025-11,-3218.25,-6.436,8,40,50,0.44
7.0,1.0,2025-12,439.69,0.879,8,40,49,0.5714
7.0,1.0,2026-01,1711.94,3.424,8,40,44,0.5455
7.0,1.0,2026-02,-4574.06,-9.148,8,40,57,0.4912
7.0,1.0,2026-03,-1266.56,-2.533,8,40,18,0.2222
7.0,0.8,2025-09,-39032.44,-78.065,9,40,134,0.5299
7.0,0.8,2025-10,-9513.0,-19.026,9,40,171,0.4854
7.0,0.85,2025-09,-22766.62,-45.533,9,40,105,0.5333
7.0,0.85,2025-10,-22154.56,-44.309,9,40,142,0.4859
7.0,0.85,2025-11,-2638.13,-5.276,9,40,112,0.4732
7.0,0.85,2025-12,-990.94,-1.982,9,40,27,0.4074
7.0,0.9,2025-09,-18441.94,-36.884,9,40,81,0.5185
7.0,0.9,2025-10,-26523.0,-53.046,9,40,113,0.4513
7.0,0.9,2025-11,-1110.38,-2.221,9,40,89,0.5169
7.0,0.9,2025-12,-511.0,-1.022,9,40,91,0.5165
7.0,0.9,2026-01,-1708.0,-3.416,9,40,96,0.4896
7.0,0.9,2026-02,-239.75,-0.479,9,40,15,0.5333
7.0,0.95,2025-09,4559.19,9.118,9,40,65,0.5385
7.0,0.95,2025-10,-38826.81,-77.654,9,40,84,0.4524
7.0,0.95,2025-11,-2156.0,-4.312,9,40,71,0.4789
7.0,0.95,2025-12,-1808.19,-3.616,9,40,70,0.5286
7.0,0.95,2026-01,-6506.06,-13.012,9,40,71,0.4789
7.0,0.95,2026-02,-3762.5,-7.525,9,40,41,0.4634
7.0,1.0,2025-09,-2602.25,-5.204,9,40,49,0.5306
7.0,1.0,2025-10,-39090.19,-78.18,9,40,62,0.4032
7.0,1.0,2025-11,-3218.25,-6.436,9,40,50,0.44
7.0,1.0,2025-12,439.69,0.879,9,40,49,0.5714
7.0,1.0,2026-01,1711.94,3.424,9,40,44,0.5455
7.0,1.0,2026-02,-4574.06,-9.148,9,40,57,0.4912
7.0,1.0,2026-03,-1266.56,-2.533,9,40,18,0.2222
7.0,0.8,2025-09,-39032.44,-78.065,10,40,134,0.5299
7.0,0.8,2025-10,-9513.0,-19.026,10,40,171,0.4854
7.0,0.85,2025-09,-22766.62,-45.533,10,40,105,0.5333
7.0,0.85,2025-10,-22154.56,-44.309,10,40,142,0.4859
7.0,0.85,2025-11,-2638.13,-5.276,10,40,112,0.4732
7.0,0.85,2025-12,-990.94,-1.982,10,40,27,0.4074
7.0,0.9,2025-09,-18441.94,-36.884,10,40,81,0.5185
7.0,0.9,2025-10,-26523.0,-53.046,10,40,113,0.4513
7.0,0.9,2025-11,-1110.38,-2.221,10,40,89,0.5169
7.0,0.9,2025-12,-511.0,-1.022,10,40,91,0.5165
7.0,0.9,2026-01,-1708.0,-3.416,10,40,96,0.4896
7.0,0.9,2026-02,-239.75,-0.479,10,40,15,0.5333
7.0,0.95,2025-09,4559.19,9.118,10,40,65,0.5385
7.0,0.95,2025-10,-38826.81,-77.654,10,40,84,0.4524
7.0,0.95,2025-11,-2156.0,-4.312,10,40,71,0.4789
7.0,0.95,2025-12,-1808.19,-3.616,10,40,70,0.5286
